stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding                                                                                                                                                                                                                       
15401,,Estación de tren Calzada de Asturias,,43.534132,-5.70981,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                           
15218,,Estación de tren Oviedo-Llamaquique,,43.355864,-5.855475,,,,,Europe/Madrid,1                                                                                                                                                                                                                                                                           
15200,,Estación de tren Ujo,,43.20702,-5.791496,,,,,Europe/Madrid,1                                                                                                                                                                                                                                                                                           
15120,,Estación de tren Campomanes,,43.11112,-5.814196,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                    
15118,,Estación de tren Puente de Los Fierros,,43.07152,-5.769496,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                         
23000,,Estación de tren Redondela-Picota,,42.2868660,-8.6071180,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                           
23009,,Estación de tren Catoira,,42.6721660,-8.7252910,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                    
23010,,Estación de tren Pontecesures,,42.7229850,-8.6521300,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                               
23011,,Estación de tren Padron,,42.7389670,-8.6526140,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                     
31415,,Estación de tren Ordes,,43.0375440,-8.4484470,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                      
31411,,Estación de tren Uxes,,43.2973740,-8.4444040,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                       
23005,,Estación de tren Portela,,42.5178010,-8.6546090,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                    
23013,,Estación de tren Osebe,,42.8252980,-8.6158400,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                      
23018,,Estación de tren Pontevedra-Universidad,,42.4387499,-8.6304812,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                     
23001,,Estación de tren Cesantes,,42.3102580,-8.6165410,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                   
20002,,Estación de tren Quintana-Raneros,,42.5500850,-5.6377890,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                           
20008,,Estación de tren Villavante,,42.4645800,-5.8389140,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                 
20006,,Estación de tren Barrientos,,42.4143010,-5.9639880,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                 
20007,,Estación de tren Nistal,,42.4244620,-6.0080300,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                     
20103,,Estación de tren Porqueros,,42.5989350,-6.1082380,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                  
20106,,Estación de tren La Granja de San Vicente,,42.6148740,-6.2824950,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                   
20214,,Estación de tren Montefurado,,42.3940200,-7.1984000,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                
20212,,Estación de tren Vilamartin de Valdeorras,,42.4118290,-7.0611850,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                   
20210,,Estación de tren Sobradelo,,42.4148590,-6.9119510,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                  
20208,,Estación de tren Querenyo,,42.4207040,-6.8294860,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                   
20207,,Estación de tren Covas,,42.4753260,-6.8308780,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                      
20204,,Estación de tren Toral de Los Vados,,42.5410520,-6.7767030,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                         
20203,,Estación de tren Villadepalos,,42.5368600,-6.7511090,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                               
22006,,Estación de tren Barra de Minyo,,42.4010950,-7.8025670,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                             
22005,,Estación de tren Os Peares,,42.4514390,-7.7355230,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                  
22004,,Estación de tren San Pedro Do Sil,,42.4413530,-7.7041200,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                           
22003,,Estación de tren San Estevo Do Sil,,42.4269210,-7.6616760,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                          
22002,,Estación de tren Areas,,42.4577990,-7.6287900,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                      
22001,,Estación de tren Canabal,,42.4828820,-7.5877330,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                    
22110,,Estación de tren Caldelas,,42.0558130,-8.5663430,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                   
22109,,Estación de tren Salvaterra de Minyo,,42.0816400,-8.4951410,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                        
22108,,Estación de tren As Neves,,42.0754620,-8.4200740,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                   
22107,,Estación de tren Sela,,42.0920920,-8.3559980,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                       
22106,,Estación de tren Arbo,,42.1070580,-8.3002470,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                       
22105,,Estación de tren Pousa-Crecente,,42.1367050,-8.2348890,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                             
22104,,Estación de tren Frieira,,42.1548820,-8.2010360,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                    
22103,,Estación de tren Filgueira,,42.2199170,-8.1847880,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                  
22102,,Estación de tren Ribadavia,,42.2931000,-8.1392610,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                  
20410,,Estación de tren Elvinya-Universidade,,43.3352220,-8.4130610,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                       
20404,,Estación de tren O Burgo Santiago,,43.3178410,-8.3687500,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                           
20403,,Estación de tren Cambre,,43.2905020,-8.3521040,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                     
20402,,Estación de tren Cecebre,,43.2879130,-8.3077670,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                    
20320,,Estación de tren Oza Dos Rios,,43.2187700,-8.1871110,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                               
20319,,Estación de tren Cesuras,,43.1730730,-8.2005000,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                    
20318,,Estación de tren Pinyoi,,43.1279220,-8.1634980,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                     
20317,,Estación de tren Curtis,,43.1272320,-8.1431550,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                     
20316,,Estación de tren Teixeiro,,43.1414110,-8.0376900,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                   
20314,,Estación de tren Guitiriz,,43.1790580,-7.8950390,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                   
20313,,Estación de tren Parga,,43.1636440,-7.8373830,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                      
20312,,Estación de tren Baamonde,,43.1734050,-7.7561280,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                   
20310,,Estación de tren Rabade,,43.1213780,-7.6248350,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                     
20306,,Estación de tren Pedrelo-Celtigos,,42.8329340,-7.3933290,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                           
21008,,Estación de tren Perlio,,43.4723090,-8.1748370,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                     
21005,,Estación de tren Cabanas-Areal,,43.4155850,-8.1688280,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                              
21003,,Estación de tren Perbes,,43.3781970,-8.2011060,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                     
21002,,Estación de tren Minyo,,43.3494310,-8.2073130,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                      
21007,,Estación de tren Barallobre,,43.4628990,-8.1885860,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                 
21009,,Estación de tren Neda,,43.4953510,-8.1609670,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                       
31308,,Estación de tren Lalin,,42.6325300,-8.1427150,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                      
31306,,Estación de tren O Irixo,,42.5197190,-8.1051740,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                    
31304,,Estación de tren O Carballinyo,,42.4313400,-8.0688740,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                              
31303,,Estación de tren A Friela-Maside,,42.4114010,-8.0289670,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                            
51401,,Estación de tren Puerto Real,,36.5309277,-6.1861944,,,,,Europe/Madrid,1                                                                                                                                                                                                                                                                                
51205,,Estación de tren Jerez Aeropuerto,,36.751147,-6.066664,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                             
51203,,Estación de tren Lebrija,,36.9299735,-6.0864165,,,,,Europe/Madrid,1                                                                                                                                                                                                                                                                                    
51200,,Estación de tren Utrera,,37.1845444,-5.7907966,,,,,Europe/Madrid,1                                                                                                                                                                                                                                                                                     
51103,,Estación de tren Dos Hermanas,,37.2872,-5.9235192,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                  
51110,,Estación de tren Sevilla-Virgen del Rocio,,37.3628,-5.9760111,,,,,Europe/Madrid,1                                                                                                                                                                                                                                                                      
51100,,Estación de tren Sevilla-San Bernardo,,37.3775194,-5.9796,,,,,Europe/Madrid,1                                                                                                                                                                                                                                                                          
03100,,Estación de tren Jaen,,37.7798270,-3.7907980,,,,,Europe/Madrid,1                                                                                                                                                                                                                                                                                       
50407,,Estación de tren Villa del Rio,,37.9813310,-4.2837880,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                              
50504,,Estación de tren Posadas,,37.8039860,-5.1063250,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                    
50506,,Estación de tren Palma del Rio,,37.7180810,-5.2927600,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                              
50507,,Estación de tren Penyaflor,,37.7075020,-5.3416090,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                  
50600,,Estación de tren Lora del Rio,,37.6613027,-5.5295472,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                               
51202,,Estación de tren Las Cabezas de San Juan,,37.0193453,-5.9465554,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                    
51409,,Estación de tren Cadiz-Estadio,,36.5028972,-6.2720638,,,,,Europe/Madrid,1                                                                                                                                                                                                                                                                              
51404,,Estación de tren Segunda Aguada,,36.5134777,-6.2770083,,,,,Europe/Madrid,1                                                                                                                                                                                                                                                                             
43021,,Estación de tren San Juan del Puerto,,37.3118980,-6.8410760,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                        
43015,,Estación de tren Niebla,,37.3587619,-6.6812578,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                     
43009,,Estación de tren Escacena,,37.3978120,-6.3919800,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                   
43008,,Estación de tren Carrion de Los Cespedes,,37.3689550,-6.3350880,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                    
43005,,Estación de tren Benacazon,,37.3567611,-6.2082805,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                  
43012,,Estación de tren Villarrasa,,37.3869990,-6.5988190,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                 
01007,,Estación de tren Osuna,,37.2338990,-5.1150260,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                      
51111,,Estación de tren Bellavista,,37.3214916,-5.9641861,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                 
01003,,Estación de tren Arahal,,37.2680810,-5.5485140,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                     
01005,,Estación de tren Marchena,,37.3342820,-5.4255190,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                   
55015,,Estación de tren Jimena de La Frontera,,36.4242000,-5.4341130,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                      
55013,,Estación de tren Gaucin,,36.5403720,-5.3868250,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                     
55012,,Estación de tren Cortes de La Frontera,,36.5973640,-5.3327840,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                      
55011,,Estación de tren Jimera de Libar,,36.6606780,-5.2814730,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                            
55010,,Estación de tren Benaojan-Montejaque,,36.7137530,-5.2463660,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                        
55003,,Estación de tren Almargen-Canyete La Real,,37.0009850,-5.0201110,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                   
55001,,Estación de tren Campillos,,37.0322310,-4.8634990,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                  
54400,,Estación de tren Bobadilla,,37.0370730,-4.7279420,,,,,Europe/Madrid,1                                                                                                                                                                                                                                                                                  
55019,,Estación de tren Los Barrios,,36.1739980,-5.4608010,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                
55017,,Estación de tren Almoraima,,36.2775100,-5.4305290,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                  
55014,,Estación de tren San Pablo,,36.4679520,-5.4189210,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                  
55008,,Estación de tren Arriate,,36.7905949,-5.1407570,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                    
55005,,Estación de tren Setenil,,36.8634230,-5.1213750,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                    
42008,,Estación de tren Jabugo-Galaroza,,37.9282430,-6.7739080,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                            
42020,,Estación de tren Gibraleon,,37.3685200,-6.9620700,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                  
42015,,Estación de tren Calanyas,,37.6520070,-6.8758410,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                   
42013,,Estación de tren El Tamujoso,,37.7203390,-6.9005540,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                
42012,,Estación de tren Valdelamusa,,37.7871110,-6.8737290,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                
42009,,Estación de tren Almonaster-Cortegana,,37.9011740,-6.7973720,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                       
40100,,Estación de tren Zafra,,38.4136350,-6.4050830,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                      
42006,,Estación de tren Cumbres Mayores,,38.0531260,-6.6315530,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                            
42005,,Estación de tren Fregenal de La Sierra,,38.1676130,-6.6379090,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                      
54403,,Estación de tren El Chorro,,36.9073350,-4.7592580,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                  
54517,,Estación de tren Malaga C.a,,36.7156668,-4.4287461,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                 
54501,,Estación de tren Victoria Kent,,36.7011222,-4.4544444,,,,,Europe/Madrid,1                                                                                                                                                                                                                                                                              
54412,,Estación de tren Los Prados,,36.6985157,-4.4781625,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                 
54410,,Estación de tren Campanillas (apt),,36.7047333,-4.5456194,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                          
54408,,Estación de tren Cartama,,36.7337555,-4.6082320,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                    
54407,,Estación de tren Aljaima,,36.7331166,-4.6644194,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                    
54406,,Estación de tren Pizarra,,36.7640611,-4.7116694,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                    
54405,,Estación de tren Alora,,36.819825,-4.6994424,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                       
54404,,Estación de tren Las Mellizas,,36.8733060,-4.7194330,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                               
50413,,Estación de tren Alcolea de Cordoba (apt),,37.9223260,-4.6947510,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                   
50417,,Estación de tren Campus Universitario Rabanales/ Cordoba,,37.9125600,-4.7208600,,,,,Europe/Madrid,1                                                                                                                                                                                                                                                    
50501,,Estación de tren El Higueron (apt),,37.8702710,-4.8389420,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                          
